Avg. Area Income,Avg. Area House Age,Avg. Area Number of Rooms,Avg. Area Number of Bedrooms,Area Population,Price,Address
57122.22484,5.70765003,5.929733805,2.4,41972.77154,716771.0057,"566 Brown Grove Apt. 886
Cardenasmouth, IN 87042-1285"
61978.84805,7.912276047,8.437966416,5.37,56957.18775,1696717.107,"017 Bowers Field
Williamsstad, OK 15934-8122"
54299.96882,6.635899749,6.851535828,2.49,39512.66371,819598.0078,"05946 Wong Spur
Susanshire, NY 67746-2473"
71424.40601,5.59893322,8.522538378,3.49,37242.56159,1584213.957,"9297 Cole Highway
Patrickhaven, DC 02945-8988"
57353.15436,8.07544792,5.678555483,4.44,16906.42172,798892.515,"88404 William Cape Apt. 249
Dawsonhaven, MA 21219-3496"
44731.1098,4.188658329,8.942797164,5.12,39633.47304,601973.0017,"4896 Jennifer River Apt. 180
Shafferberg, MN 77619-4214"
76175.49393,4.524140652,9.524973612,4.28,30760.99496,1456486.293,"82014 Stanton Gardens Suite 664
Lake Dawnborough, DC 86197-4191"
66574.70999,5.550264729,6.844150153,2.17,69575.44946,1702406.039,"551 Macdonald Viaduct
West Stephanie, TN 55360"
91731.15438,5.184810712,7.94387972,6.3,33102.09542,1566471.008,"860 Thompson Skyway Suite 901
Kimshire, AR 37353-5106"
75487.0326,6.453931678,7.737095684,4.02,41105.39063,1592210.176,"5036 Peterson Throughway
East Megan, GA 08456-4696"
58088.43813,6.017831001,5.790005274,4.21,51925.41161,937628.3467,"Unit 5584 Box 2763
DPO AE 40544"
76319.2186,6.873130198,6.294054951,3.45,48026.30837,1558547.578,"09437 Carolyn Mountain
Knappview, CA 70608-7504"
60575.16244,5.907565592,6.964616002,2.29,32158.9679,1156329.274,"5052 Chloe Lights Apt. 374
North Scott, IA 81431"
69607.13367,7.077680826,7.833081192,3.35,34609.04022,1514349.692,"8781 Robert Lakes Suite 880
East Wendy, ID 51813"
67056.84048,5.222168522,7.163517523,5.25,25134.68148,1039107.326,"3440 Cannon Lakes
Port Melaniehaven, WA 60324-0399"
60640.93188,5.165921529,5.355113624,2.32,43119.54066,809089.6719,"0956 Isabella Lodge
East Valeriefurt, CO 64441"
69031.90888,5.779976246,5.501755138,3.23,15660.40301,675536.3915,"36736 Kristi Radial
Port Carl, ID 35292-9269"
80356.20939,4.660417824,9.710216896,5.02,16215.41728,1373589.804,"10492 Reed Track
North Ericstad, IA 78774-8363"
60081.17662,6.768523696,8.204552838,4.3,60195.74627,1690091.019,"Unit 6269 Box 9041
DPO AE 13073"
61881.47931,6.519463053,7.114083652,5.38,35597.37289,1253370.149,"1486 Elizabeth Plains Apt. 235
New Cynthia, MD 73729-5878"
59590.96529,6.891731041,5.736029404,2.03,24153.88252,774073.5619,"239 Anna Locks Suite 853
Lisaland, GA 31515-2260"
89831.31929,5.20196372,7.719652764,6.37,45335.36028,1741959.834,"77610 Evan Field Apt. 712
West Shannonland, WI 30751"
72175.2835,7.421738946,6.828247305,2.09,50305.79541,1705762.788,"11385 Thomas Ford
New Karinaton, HI 01691-9923"
67589.04884,6.21484263,6.060884656,2.34,33203.38392,1071109.917,"385 Barnes Lock Suite 561
Lake Kellytown, NJ 74310"
77300.03144,5.260974726,6.936548024,4.49,29499.04095,1118047.991,"039 Chan Meadows
South Amandahaven, TN 78068"
65382.88832,5.39681918,7.648386114,6.08,41723.05474,1165253.033,"945 Schneider Villages Apt. 519
West Brittneyburgh, ID 36371-1622"
71145.2127,6.152109975,6.765832563,2.31,35642.53034,1280910.19,"15288 Steven Extensions Suite 209
Zacharybury, KS 87707-6205"
61053.038,5.787890692,5.687062576,2.02,40675.77383,841122.8824,"8559 Cooper Cove Suite 935
Katherinemouth, NE 81147-6595"
65125.94787,5.928483443,7.057757992,4.19,37642.78527,1228810.745,"90043 White Lane Apt. 673
Williamburgh, DE 67265"
51949.2957,6.209803037,8.051118256,5.28,35336.06305,1086072.071,"40094 Yates Lodge Suite 008
Fergusonborough, LA 87592-4342"
75897.98884,5.316933287,6.768229399,3.33,34162.67061,1204372.295,"17853 Michael Motorway
Danielfurt, MH 28095"
71468.3505,6.158043453,6.361238405,3.35,43269.03337,1345004.12,"48466 Brown Port Apt. 116
South Chelseatown, CO 28752"
53287.99207,5.755609227,7.162322376,3.32,45152.01427,1116902.345,"0205 Rose Crescent
East Ritaside, MD 10967"
61503.0406,5.13081313,7.015317326,3.12,37650.86971,822431.7303,"18941 Ray Ports
East Nicoleland, OR 67363"
68896.04856,6.38632518,8.365074594,4.47,28394.60978,1360623.694,"1515 Watson Fort
Christopherberg, MP 90562"
91159.41833,6.536045428,7.373850919,3.01,54861.0911,2298379.487,"170 Smith Wall
South Christopherhaven, AZ 87521"
63375.34848,6.67234006,7.883780977,3.41,45633.19224,1400498.268,"064 Kaufman River
Danielburgh, CO 09090"
59695.57147,5.44538285,6.032795265,2.04,20702.80267,566848.7321,"295 Angela Harbors
East Patriciaburgh, GA 95388"
63183.88974,5.570561937,7.541807496,5.08,58691.20066,1367586.278,"950 Luis Avenue Suite 364
West Nicole, OR 03658-3559"
61177.80813,6.998928282,7.088385883,5.13,26396.29111,1113373.52,"27945 Clark Tunnel
Kleinmouth, NV 19751-3095"
58642.31122,5.209923093,6.275371125,3.42,35131.57815,721974.5515,"6163 Michael Orchard
Gallagherborough, GA 48395"
53112.27806,5.138651815,6.325363471,4.25,40367.38387,685503.9903,"4158 Drew Plains Apt. 975
Ericaview, MP 60784"
40366.61629,4.902939589,7.6171181,5.07,16349.36539,152071.8747,"503 Howard Pass Apt. 427
Fernandezborough, GA 02514"
62207.47581,7.297532823,7.002864274,5.38,34317.53831,1280431.574,"2084 Carter Highway Suite 935
New Stevenmouth, DE 67121"
57477.95076,5.405444821,7.207172822,6.35,23649.96887,568703.1838,"2105 Lauren Radial
Lake Michellestad, FL 92096-6812"
55630.48896,6.283122836,8.933119985,6,38943.09599,1200764.844,"3407 Preston Pine
East Mark, NY 86626-3319"
72399.30556,6.740676312,7.552269769,6.15,41662.00007,1607161.637,"719 Raymond Route
West Diane, ME 60200-7803"
89868.89193,4.504274579,7.234479887,5.45,30101.72457,1421715.415,"310 Paul Mill Suite 863
Pamelaland, AS 20202-1133"
59801.49103,4.210462758,4.954387464,2.03,33534.9264,311111.2006,"47705 Bethany Forge Suite 965
North Heatherhaven, ND 10371"
61957.1543,7.841080502,7.472966963,4.19,38448.49148,1338044.383,"791 Noble Port
Michaelland, OK 69198"
71123.43282,6.685810937,6.16923837,3.43,44020.1441,1417870.983,"143 Thomas Rapid Apt. 929
West Laurieport, ND 69617"
55202.70547,4.375933244,8.259044318,3.4,28424.95165,796389.438,"690 Lozano Inlet
Michelleville, AL 07048-6472"
79298.12201,7.188208135,5.336841156,3.44,15753.26664,1310207.133,"3591 Pham Spring Suite 077
Lisaport, CT 43572"
65070.56701,7.143558507,5.579766055,4.3,24852.56515,994897.7278,"Unit 9227 Box 8732
DPO AE 73770"
68494.98255,7.230364893,7.265462684,5.46,13998.57121,1202987.829,"530 Johnson Circles
Cathyborough, MN 30306"
55702.20538,5.551957132,5.648555397,3.08,40087.79561,768751.9005,"029 Patricia Bridge Apt. 540
Tranmouth, MP 59378-9231"
57233.60849,7.893834161,6.036621215,2.27,37374.91924,1211655.305,"880 Julie Union Suite 360
Sarahchester, LA 70074-3596"
85313.88545,6.033157792,6.633757595,4.21,23974.43557,1540418.222,"85227 Kevin Stream Suite 299
Lake Todd, WV 65286"
60224.65171,4.675940133,5.428846667,3.23,42182.86211,712228.4243,"97544 Williams Unions Suite 893
South Harry, ME 21119"
73873.81919,6.789870886,6.630909086,3.17,33336.32735,1525533.407,"844 Hanson Points
East Lisa, ME 83883"
63149.48523,7.156294433,5.518835024,2.04,37578.84687,1034218.402,"171 Rocha Via
Cassandrafort, RI 90064-6234"
58593.79404,4.662980906,6.333616932,2.04,39287.5279,874103.6606,"2758 Joshua Mission
Lake Chelsea, AS 18304-4644"
73839.87242,6.446181952,8.274063584,4.19,47602.51021,1912825.285,"75441 Ritter Corners
North Roberttown, UT 52401-4300"
75984.83111,6.725721311,7.887775836,4.31,42248.68586,1754770.59,"7815 Burns Skyway Suite 637
Melissaborough, TX 51087-6056"
82145.36942,6.54096795,6.876150329,4.23,25736.09605,1340066.913,"885 Veronica Stravenue
Wilsonland, FM 77249-8036"
69017.1828,5.777106148,5.783612779,3.11,55830.75284,1446756.863,"42822 Billy Lights
Tranchester, TX 45052"
75429.17898,6.818759161,7.570447111,5.48,36769.24968,1592768.242,"39474 Steven Fort Apt. 881
Kristaport, OR 79397-4419"
69513.53892,4.122901533,7.641107312,6.08,14054.05343,660364.9813,"030 Jason Coves Apt. 387
Lake Christophershire, CA 88567"
57782.41708,5.159300978,6.332626733,2.46,33426.84938,861321.5807,"Unit 2107 Box 1980
DPO AA 76733"
74372.13845,6.56237959,8.184510518,6.35,34321.96015,1648246.774,"111 Wilson Cape Suite 484
Hernandezton, VI 53808"
63522.12193,5.538042849,6.952195766,2.04,31995.52529,977135.8857,"720 Vasquez Crest
Roberthaven, OK 57313"
61193.71483,7.647150882,9.086807717,3.21,33196.05984,1591934.19,"518 Gilmore Stream Suite 013
Lake Donald, ND 18581"
60316.79073,4.308730208,5.564352875,4.12,33831.89363,695386.331,"126 Kim Mount Apt. 763
Mariemouth, TN 60875"
58469.9122,5.408899965,4.807387458,2.26,33547.98482,568977.0728,"43340 Thomas Mission Suite 671
Longport, VT 28226"
75179.90299,4.595920956,7.201635799,5.13,23978.0933,935590.8043,"38138 Carter Shores
Lake Felicia, OK 96739-7550"
56186.96329,3.992027946,8.960742515,5.2,41855.65474,984311.7745,"569 Jeremy Orchard
New Randy, RI 27359-4665"
73225.0663,5.933498536,6.868603895,2.3,61830.53972,1796245.808,"81623 Jenna Brook
Davidfort, PR 76020"
74338.92771,5.084714868,5.186852796,4.07,18057.17178,720080.2321,"6548 Christopher Pike
West Adammouth, NJ 07199"
52188.11873,5.636892091,5.807401479,4.03,42495.75468,783808.4025,"56449 Walters Forks
Port Juliaburgh, DE 80081"
83311.10394,6.690551405,8.297556745,3.16,30386.36631,1598615.974,"2172 Jensen Lodge
Porterport, NJ 82686-8071"
72288.6752,6.599434697,7.979877824,5.11,39146.9205,1564125.238,"20276 Kelsey Plains Apt. 162
New Angiefort, DE 15768-7899"
54866.21569,6.986763275,7.285434147,3.46,35192.84403,929480.6299,"193 Green Causeway Suite 635
Sotoburgh, NJ 15816-5656"
85759.65776,4.789357418,8.965705366,6.22,25897.75802,1414495.343,"222 Kevin Walks
North Robertoton, FL 87877"
59453.34204,6.29111354,7.482571479,6.08,29697.64481,837668.1026,"809 May Mills
Yoderburgh, NH 42375-8927"
69878.7742,7.218330987,6.249192235,4.02,26814.17475,1197515.454,"48635 Burch Pine
Lake Ellen, KY 06268"
59243.29763,6.729520552,7.058764828,4.26,51405.35248,1232004.83,"63891 Rebecca Stravenue Suite 746
East Vincentland, NV 30237"
57853.3302,6.500094306,7.316551003,4.36,47688.2266,1285933.408,"507 Dorsey Harbor Suite 445
North Jacobbury, ID 07463"
66643.31463,6.392834115,7.698007536,4.41,30971.15711,1361521.983,"475 Robert Road Apt. 547
Charlotteburgh, CO 82148-4460"
69248.29959,5.958735587,5.652694477,2.21,35990.10339,1090826.374,"1249 Rodriguez Skyway
East Laura, UT 81039"
75129.72116,6.287836931,7.447318296,3.37,41620.2893,1475319.699,"9699 Gilbert Trail
Port Marymouth, VT 17881"
76209.99531,7.009045648,5.464338971,4.22,22721.6494,1066659.383,"3283 Wu Greens
West Michelleton, AS 48620"
69342.37657,6.069486987,8.018121333,3.43,21641.97286,1117432.98,"814 King Fords
Ortizton, WY 09795"
77630.95508,6.80962742,6.829667441,2.29,31739.88912,1420283.559,"003 Steven Port Apt. 012
North Michaelbury, UT 27451-2671"
68929.15807,7.590878456,6.891969493,3.24,172.6106863,840272.8649,"178 John Fork Apt. 779
East James, VT 90132"
70990.80491,6.014814127,4.651974294,2.46,30904.25303,1024907.94,"USNS Fuentes
FPO AE 40375"
55860.68084,7.751794757,9.02450267,5.12,40335.22028,1494241.226,"4458 Cabrera Plains Apt. 502
Mezamouth, MP 58250"
56380.9884,5.706260589,6.650904529,4.37,43994.24411,1125880.487,"3167 George Knolls Apt. 993
East Loriside, DC 16819-7638"
64306.33882,4.806617647,7.879677057,4.28,30762.36021,1082455.018,"74367 Howard Cliff
Antoniotown, CO 92048"
76547.9567,6.50322147,6.974804487,3.08,40564.64489,1554634.995,"9453 Kirk Summit Apt. 368
North Lukechester, PA 24710"
57101.71705,5.493161996,7.650205974,6.09,41104.46662,1011365.365,"7958 Mills Lock Apt. 983
Brandonville, DE 25191-2184"
76192.65604,7.303749826,7.337589917,6.33,21245.84162,1432756.517,"22588 Brian Forge Suite 588
South Michelleside, NE 62469-4467"
79585.55223,5.778524695,8.430787826,4.32,31773.3374,1612717.553,"53578 Rachel Estate Suite 891
Daviesstad, MH 60772"
70759.8558,6.367973326,5.493294013,4.2,25981.831,973299.8618,"1981 Green Fall Suite 828
West Kimberlyburgh, RI 99528"
76907.23816,5.205508259,6.462700239,4.21,21658.40932,679228.9927,"433 Patterson Parkways
East Ryan, RI 32244-3823"
64744.94244,5.900247576,8.467599729,6.03,28880.01759,1270999.939,"90703 Isaac Path Apt. 296
Lake Leonard, SC 34290-2341"
51976.02393,5.354922556,7.375559651,4.42,36360.16875,910211.0189,"258 Joshua Village Apt. 843
Jamesborough, HI 72801-0033"
61252.63767,5.189911336,7.191572627,4.43,40890.26603,1026271.796,"3505 Smith Spring
Lake Ashleyville, WY 32703-3550"
58841.14292,7.754160967,6.916338174,4.05,39555.07059,1496729.536,"78312 Martin Terrace Suite 957
New Kimberly, ND 49455"
79112.64141,6.357250993,7.8515296,5.27,33771.74049,1490539.058,"8923 Theresa Corner
New Annefort, KS 04537"
76056.28911,6.480979871,8.245224408,5.4,28470.70147,1491838.494,"648 Mark Green
New Aaronberg, MD 57319-9128"
52399.64822,6.804016971,8.971111959,3.11,18092.13036,996771.2482,"4118 Gallagher Cliff Suite 158
Lake Alejandrochester, MO 76400-5583"
77551.6278,5.535920946,4.679134254,2.03,35834.493,1064854.309,"23662 Tiffany Oval Apt. 301
Stephanieburgh, NM 67091-0155"
64160.81595,5.67760881,6.534959524,4.05,32339.00628,985749.7874,"6049 Jacqueline Centers
Elizabethberg, WA 74545"
71167.03414,7.328943583,9.442325018,4.35,35174.87134,1952622.402,"51952 Nelson Radial Apt. 701
West Joshuafort, ID 09690-7341"
84963.66341,7.068466766,6.207145314,3.02,40447.01075,1754969.162,"758 Chen Ramp
North Angela, IL 06000"
59712.82231,5.735499522,6.979752379,3.23,42601.84262,1122240.364,"USNS Webb
FPO AP 49097"
77733.73119,5.624500144,5.967832307,3.23,32074.57599,1236931.728,"672 Larson Ramp
Robertside, NC 16903"
85707.07875,4.374148491,6.350156836,4.47,10424.41625,966084.4204,"052 Robin Ridges Apt. 575
West Shelbyshire, MN 47834"
70280.36135,4.728804322,5.012885306,4.4,39662.74187,852268.6717,"Unit 0180 Box 6419
DPO AP 42418-5393"
69330.74122,7.31890726,6.252757358,2,30097.83559,1280669.873,"3556 John Mountains Suite 339
West Michael, KS 02710"
72988.70597,5.95937925,5.74843726,3.36,50566.6448,1190213.513,"6925 Sherry Run
Mcdonaldville, VT 76937"
65697.82067,5.728201697,7.282106847,4.2,28742.12595,1123851.141,"5916 Wendy Lake Apt. 451
Lake Julieborough, FL 94486"
76245.21847,7.955766597,7.826124971,3.12,32016.23476,1689120.427,"7683 Susan Circles
Jimenezview, ID 13223-8250"
53546.87214,7.174569183,8.343557927,3.49,45504.20369,1573347.788,"7336 Joyce Street
Ryanberg, OH 51245"
73643.0573,6.766853185,8.33708535,3.34,43152.13958,1696977.663,"127 Sharp Well
North Bernardbury, IA 84600"
84774.45122,7.019666733,5.450658517,2.27,32383.55544,1414286.724,"Unit 1747 Box 4835
DPO AE 80269"
58140.94032,5.064855375,6.649447661,2.27,49337.53152,755292.1144,"420 Miller Green Apt. 769
Amyview, NH 15629-9831"
61881.16372,6.293585382,6.048295389,2.31,21397.4486,714706.4289,"499 Mcintosh Parks
Alexandraport, MN 57727"
75312.25951,5.364982406,6.667365547,4.09,9487.921585,944001.5583,"004 Susan Lights Apt. 864
Ericstad, SD 18478"
81328.8073,6.483153394,6.908829672,3.01,31231.5444,1523136.485,"38412 George Forge Apt. 680
West Erika, MO 03932-3322"
77931.47646,6.501686215,6.647662431,3.33,23182.60485,1422916.811,"8073 Miles Shores Apt. 760
Garciamouth, AK 75136"
84602.59697,7.097245831,7.00842733,6.11,39683.438,1945618.658,"1391 Kimberly Port
Smithhaven, WA 19630"
72445.0333,5.488196879,6.509449186,2.48,69553.98833,1726719.067,"2763 Victoria Pine Apt. 066
West Stephanie, OH 49110-6029"
57497.12815,6.674070665,7.524542188,5.17,43204.15762,1051123.833,"06882 Snyder Lake Suite 677
East Tracy, VT 49709-4496"
87266.34023,8.248959366,7.234261404,5,45161.18768,2249122.541,"03567 Scott Fork
West Lisahaven, ND 55466-3035"
62431.9381,6.798993828,8.599555446,4.48,44115.98342,1523915.145,"9249 Robert Cliffs
New Susan, AR 48038"
72107.42807,4.54230638,6.981984299,3,29981.34654,1039517.534,"Unit 5105 Box 8178
DPO AP 03939"
55577.07175,6.533916122,7.162535697,3.47,19560.01241,818057.8953,"931 Bradley Locks Apt. 730
Justinborough, KY 10998-7603"
62327.89441,5.233977928,7.285225482,4.43,43364.42819,1115466.585,"7909 Freeman Plains Suite 223
Griffithside, OR 90674"
73931.14266,5.662286845,6.9812466,2.46,29568.95886,1258178.804,"4901 Michelle Estate Suite 734
New Aimeemouth, MH 31261"
63429.27469,6.362565275,8.441119043,3.31,37998.99693,1435423.708,"Unit 1395 Box 3341
DPO AE 13371-5663"
73423.90295,5.975373486,5.810942512,3.49,34711.78242,1153470.44,"0831 Kathleen Mill
North Connieside, TN 84541-4719"
75175.87311,8.561761657,5.197253905,2.07,22367.48207,1425603.495,"9491 Parrish Springs Suite 070
Staceybury, OK 75939"
56636.24613,6.257028601,7.863188943,4.5,28139.36846,1048350.692,"631 Jessica Throughway Suite 879
Elizabethfort, OR 35556-5686"
67665.93963,6.467126893,6.333920562,3.41,24758.48906,1214482.379,"3632 Lacey Course Suite 840
Kelseyview, WY 57348-0308"
65986.81794,4.531777656,6.860860394,2.15,24056.60447,821859.0657,"559 David Mall Apt. 334
Port Mark, MA 66518-9630"
54273.91488,5.550543628,6.798805806,4.44,24233.06146,753652.2718,"59380 Jordan Forge Suite 680
South Angela, OH 93823-2369"
75547.84162,3.992420475,7.332769653,6.12,40043.10216,1220001.334,"914 Harry Bypass
Mccannborough, FL 87366"
70151.08661,6.724123387,7.706580735,5.41,15255.23776,1075675.108,"USNV Williams
FPO AA 55365-5477"
74449.12174,6.223626136,7.392675062,3.1,24837.59073,1396082.352,"408 Davis Lakes
Arianaton, TN 06641"
66919.64032,7.826435952,7.320562834,6.03,18867.78162,1137801.933,"91853 Ford Drive
Princechester, PW 94622-8419"
68473.86312,5.74650959,6.232295865,2.19,43146.98202,1159953.593,"196 Brian Village Suite 689
Christensenland, NV 93801-8912"
76113.21733,6.377936931,7.736294493,5.07,26481.51177,1487849.876,"8231 Douglas Pines
Michaelbury, IN 40415"
61212.19548,6.408500651,5.538058083,3.5,32045.55987,1103072.439,"08136 Sparks Common Suite 382
West Rachaelville, MH 17135-7024"
59768.80592,5.805732788,7.425903425,3.48,26202.63146,897291.1153,"637 Jesse Mountain
South Amanda, ME 03675-4416"
78847.53637,5.573231808,7.027355369,3.26,20653.89831,1214320.574,"530 Anderson Mill Apt. 727
South Brendaborough, OR 37626"
75735.3429,5.761755985,8.065659921,5.28,37268.26997,1364363.375,"7874 Reynolds Road
Rileystad, WY 26189"
77847.34897,5.23965341,7.282521302,3.21,30231.80829,1249092.928,"USNS Beard
FPO AP 37680-7514"
56231.1618,5.459845342,5.014916517,2.47,52657.03375,946479.2349,"427 Melendez Court Suite 745
South Misty, PW 59633-0548"
89163.49859,4.692855436,6.010742815,2.27,44016.14744,1659805.184,"24016 Smith Crossroad
West Sherryburgh, NV 03282"
62377.06447,6.289993194,7.21840033,4.46,39075.95638,1285399.565,"7508 Alyssa Mission
Mccartytown, AL 15250-4289"
68864.2823,6.00205394,4.9673884,4.17,29802.32138,898281.9025,"9596 Martinez Parks Apt. 781
North Larryborough, AR 08957"
82440.89576,6.291501388,7.037477117,5.04,27545.52954,1483848.169,"55087 Debbie Place Suite 789
Sarahburgh, WY 35157-7341"
60948.88088,7.161865646,6.22497133,2.36,39754.38814,1353488.416,"366 Nancy Lock Suite 459
Grantland, FM 70532"
69729.60586,6.168255827,7.24149204,5.11,31719.74264,1268703.811,"029 Smith Plains
Lindseyville, NV 06256-8392"
75491.79999,6.299268667,7.33029276,6.14,26013.68048,1448573.845,"USS Walker
FPO AP 95931-9404"
80648.06571,6.35533372,5.881851885,3.49,35091.95553,1343605.8,"998 Munoz Terrace Suite 265
Jacobstad, ND 61608"
84036.59865,7.73383489,5.740479724,4.21,32766.60197,1511537.745,"PSC 5629, Box 1683
APO AA 30380-2875"
76590.37671,5.940325276,7.691535725,3.31,40643.07833,1662038.759,"55849 Jenkins Walks Apt. 940
Benderview, KS 44342"
63534.45596,6.46969413,8.017692368,3.23,38128.9837,1166673.195,"85930 Gardner Underpass Apt. 339
North Mandytown, VT 93457"
67269.99554,6.325821835,7.472849853,6.39,41780.47369,1375633.373,"31512 Karina Street
Lake Aaron, UT 10919"
50887.44007,4.458997393,7.063683439,4.16,47731.01076,839638.461,"93436 Robin Greens
Combsside, KY 24257-6372"
80597.1118,6.440796383,7.661280263,3.1,34487.57476,1638265.395,"2608 Penny Stream Suite 360
New Brettport, WI 37004-4215"
66041.12358,6.493916521,8.219394258,5.15,40163.97083,1385400.456,"1993 Gibson Freeway
Lake Michael, WI 24423"
81316.38029,4.13269444,7.204458615,3.36,35589.59472,1153233.241,"54406 Matthew Ramp
Travisshire, MI 61690-5478"
67877.02913,5.322287408,7.958894134,5.28,43300.95464,1370178.474,"8077 David Isle Suite 263
Rodneyborough, NJ 18874-5386"
69306.95842,5.562622947,6.938908153,2.02,36851.38401,1181877.183,"9573 Tina Rest Apt. 034
Simstown, AR 51547"
61200.72618,5.299694,6.23461464,4.23,42789.69222,894251.0686,"45153 Salas Hollow Apt. 148
West Erica, SD 93725"
70619.16697,5.890269353,7.935510756,5.15,37865.64855,1421135.815,"15057 Larsen Locks
Mcmahonview, SC 51585-5774"
69910.85188,5.899946659,5.630525332,4.04,38440.73729,1028964.474,"08194 Shelby Overpass
Gravesfurt, VT 41650-3581"
64889.21934,3.727083933,7.655452911,3.2,25904.97991,923508.1257,"9324 Miller Throughway Apt. 765
Millsside, PA 86470-2619"
69900.13396,6.327089456,8.366505984,6.34,32679.18766,1599634.465,"00985 Michael Fields Suite 034
Wandahaven, CO 62328"
79045.0398,5.53968589,8.20329527,5.26,24721.95904,1369186.07,"96627 Trujillo Via Apt. 159
Connorville, DC 88114-9490"
76460.22067,7.030844864,6.629940742,4.16,46851.04219,1748782.809,"0091 Park Junction
Port Leslie, AZ 49290"
58307.72788,6.381029538,8.308603108,4.07,25509.06978,1150877.735,"478 Charles Trail
West Christopher, NH 85839"
56679.01602,5.096643486,8.971411852,5.49,40785.0273,1110598.755,"361 Stephen Burgs
North Michaelview, AL 42767"
58823.05019,5.711384515,7.168189941,4.21,38682.56933,1159207.085,"278 Mccormick Brooks
New Margaretland, NC 90315-1115"
80836.34486,5.7673672,7.421920927,3.02,49864.46977,1811377.221,"81773 Hunter Ridges Suite 347
New Annstad, AK 53180-3670"
67710.11298,5.854378134,8.48252252,4.18,25222.46242,1267443.398,"566 Eric Ford
Jasonmouth, CO 83797-1879"
70027.64713,7.336016031,5.360885834,3.22,40512.81685,1352547.693,"69659 Owens Path Apt. 651
North Michael, FM 93545"
36100.44423,5.778489499,5.497449839,2.29,44901.85734,599504.0193,"842 Duane Brook Apt. 380
Monicaview, AR 01639-3032"
67217.48614,4.617497453,6.264975083,4.19,23999.75522,717213.2688,"0302 Laurie Curve
Johnnyfurt, SC 53321-7866"
63657.27563,6.415066656,5.810728687,3.43,36391.92539,1008712.575,"0022 Young Rest
Lake Kevin, CA 25438-1821"
71468.2717,5.483242752,5.49031182,3.25,36377.83735,1071596.112,"7235 Tammy Islands
Dawnfort, NM 54549"
62989.5114,6.550682933,6.60035835,4.46,36913.35067,1397341.856,"668 Holloway Garden Apt. 481
Richardberg, UT 70614-3350"
69327.2601,6.162767487,7.109924045,6.45,31054.77532,1313304.588,"778 Gomez Centers
South Meagan, DE 82655-5020"
94902.23722,6.370867095,8.423788158,3.01,41662.08363,2106510.863,"2055 Rodriguez Light Suite 472
South Davidview, TX 70637"
79579.20471,4.826564705,7.111526404,3.44,31756.40564,1306458.906,"Unit 4693 Box 5974
DPO AP 07885-8587"
73756.11862,5.250630616,6.404905702,3.29,59485.06632,1354928.95,"PSC 3969, Box 0709
APO AE 18919-6165"
65873.93941,7.309462287,8.56260323,4.49,39785.62784,1582765.592,"25551 Barrera Roads
New Teresa, MI 82737-9223"
52934.43579,6.027445797,6.464112096,3.44,46520.69219,847155.0413,"12129 Felicia Ville Apt. 850
West Jessica, MS 20172"
82830.59353,5.933625869,7.124916623,4.13,32026.91225,1342245.969,"363 Frank Stream Apt. 529
East Lucasmouth, KS 62133-6540"
73930.83995,5.281560667,7.681342023,4.16,42702.40328,1363086.905,"6182 Hannah Locks Apt. 664
Emilyside, PA 31748"
58557.13128,5.30217342,7.035171036,6.4,54167.34162,1275318.562,"8947 Allen Stravenue Suite 234
East Alexandraburgh, NM 55053-2423"
51718.35461,7.509043842,7.10931161,3.11,49639.17324,1285923.734,"855 Carol Burgs
Frazierchester, MS 46812-0037"
69807.72336,7.424253139,7.25760419,3.38,51453.26516,1789607.526,"595 Daniel Manors
Jamesstad, CO 07651"
79627.62859,4.692580036,6.287424348,2.15,31638.85497,1196064.33,"73634 Mcintyre Pass
Tammyside, AL 76708-8615"
97112.36125,5.914724659,6.133645727,3.1,51470.06764,1917583.999,"35841 Christine Shore
Wallmouth, NC 98956-5357"
74354.23018,6.85020814,6.147313624,4.39,30091.11684,1370274.387,"59942 David Brook Suite 114
East John, DC 09236-7627"
72481.02619,5.980419348,8.459144706,3.07,45160.10161,1677204.246,"817 Barbara Ville Apt. 469
Port Mary, CT 03068"
73093.48649,5.695144684,5.780350789,2.37,41796.12563,1439714.281,"514 Martin Ford
Smithmouth, OR 69870"
51992.74329,7.186340287,7.138233914,3.32,21759.50613,1012262.712,"073 Martinez Neck Suite 992
North Sara, MA 27515"
66484.04819,4.825804425,9.069530122,3.37,51712.14409,1511743.129,"5035 Daniel Port Suite 074
Port Jordanbury, SC 46334-0480"
81182.15391,5.251586751,7.188679025,4.42,34141.18824,1131154.518,"9758 James Stream
Port Bryanview, ID 99846-0784"
79103.94328,3.786709298,7.420949611,4.47,25767.8186,764860.4627,"247 Betty Mall Suite 117
North Samantha, DE 69390"
75070.26257,6.680451317,6.261276083,2.29,44682.75733,1681316.362,"138 Coleman Parks
West Travis, PW 22854"
44688.56382,5.480142489,6.485365977,3.17,25120.99203,291724.2456,"5460 Shawna Throughway
Lake Jermaine, MS 94725"
73726.17986,3.994323302,7.105746768,3.13,28666.77112,1013252.209,"9222 Gross Cove
Lake Davidshire, CT 71099"
64038.99388,4.025767576,7.526834227,4.28,54130.97595,1194709.628,"32536 Brown Square Apt. 331
Thomastown, AK 08587-4493"
69896.51919,5.980047679,7.992009255,4.25,38180.82233,1463003.056,"99806 Darren Mount Suite 505
Dawnborough, NH 07786-7190"
